primary_mood,primary_mood_weight,secondary_mood,secondary_mood_weight,introspection,temper,attitude,sensitivity,News_ID
ecstasy,0.5879,delight,0.3576,0.8540000000000001,0.0,0.778,0.0,N30666
sadness,0.597,anxiety,0.9318000000000001,-0.527,0.0,-0.204,-0.3075,N52726
ecstasy,0.603,bliss,0.4576,0.8590000000000001,0.8109999999999999,0.659,0.0,N22232
delight,0.6561,ecstasy,0.6212,0.865,0.499,0.8765000000000001,0.0,N56967
bliss,0.7848,ecstasy,0.7,0.8909999999999999,0.919,0.779,0.33,N39048
terror,0.6212,grief,0.5848,-0.853,0.0,-0.755,-0.865,N3988
terror,0.5394,,,0.0,0.0,0.0,-0.838,N29164
grief,0.6758,loathing,0.5697,-0.883,-0.49,-0.848,0.0,N8377
ecstasy,0.9697,delight,0.8545,0.98,0.0,0.9420000000000001,0.0,N49100
ecstasy,0.6848000000000001,calmness,0.3636,0.8859999999999999,0.45,0.0,0.0,N42399
anger,0.7606,dislike,0.9333,0.0,-0.581,-0.308,0.0,N21691
ecstasy,0.8894,delight,0.3197,0.9534999999999999,0.0,0.7655,0.0,N8280
,,,,-0.9940000000000001,0.0,0.0,0.0,N56964
enthusiasm,0.8726999999999999,pleasantness,0.6697,0.0,0.0,0.551,0.948,N56537
bliss,0.4485,ecstasy,0.2061,0.728,0.8079999999999999,0.415,0.0,N50405
grief,0.5667,loathing,0.3394,-0.847,0.0,-0.772,0.0,N56353
grief,0.5848,loathing,0.2879,-0.853,0.0,-0.755,0.0,N4229
grief,0.8545,loathing,0.2697,-0.9420000000000001,-0.175,-0.7490000000000001,0.0,N56289
ecstasy,0.7545000000000001,delight,0.3496,0.909,0.44549999999999995,0.7754000000000001,0.7390000000000001,N41989
loathing,0.6182,grief,0.4318,-0.8025,-0.457,-0.8640000000000001,-0.6097,N34074
rage,0.9758,grief,0.8273,-0.9329999999999999,-0.982,-0.773,0.0,N9852
grief,0.5909,disgust,0.49700000000000005,-0.855,0.0,-0.494,0.0,N56112
ecstasy,0.6697,enthusiasm,0.2515,0.8809999999999999,0.32,0.6435,0.743,N49765
ecstasy,0.9545,enthusiasm,0.7484999999999999,0.975,0.2545,0.5365,0.907,N37239
ecstasy,0.7620999999999999,delight,0.397,0.9115000000000001,0.0,0.7909999999999999,0.0,N44132
enthusiasm,0.40909999999999996,delight,0.0674,0.0,0.0,0.6823,0.795,N8029
,,,,,,,,N61214
sadness,0.7394,annoyance,0.903,-0.574,-0.298,0.3125,0.0,N51312
fear,0.5273,anger,0.2848,0.0,-0.424,0.0,-0.504,N26629
ecstasy,0.7454999999999999,delight,0.3818,0.9059999999999999,0.499,0.7859999999999999,0.0,N23780
ecstasy,0.8636,enthusiasm,0.6879000000000001,0.945,0.0,0.7304999999999999,0.887,N38518
ecstasy,0.09849999999999999,calmness,0.36060000000000003,0.6925,0.449,0.31989999999999996,0.325,N4413
ecstasy,0.8212,calmness,0.4364,0.9309999999999999,0.474,0.4595,0.0,N18375
ecstasy,0.9136,delight,0.4727,0.9615,0.0,0.816,0.8109999999999999,N24326
enthusiasm,0.9423999999999999,bliss,0.9106000000000001,0.9059999999999999,0.9605,0.718,0.971,N29479
ecstasy,0.7364,,,0.903,0.8809999999999999,0.778,0.903,N23639
ecstasy,0.8787999999999999,pleasantness,0.7545000000000001,0.95,0.0,0.579,0.0,N8966
grief,0.8576,terror,0.3394,-0.943,0.0,0.0,-0.772,N33818
grief,0.6394,loathing,0.42119999999999996,-0.871,0.0,-0.799,0.0,N32301
terror,0.6424,loathing,0.303,0.0,0.0,-0.76,-0.872,N60829
ecstasy,0.7856000000000001,enthusiasm,0.5455,0.9193000000000001,0.0,0.7711,0.84,N50
,,,,,,,,N63711
grief,0.7061,loathing,0.6758,-0.893,-0.7609999999999999,-0.883,0.0,N13614
ecstasy,0.8311,enthusiasm,0.6045,0.9343,0.0,0.759,0.8595,N38584
grief,0.8,loathing,0.3,-0.924,-0.204,-0.759,0.0,N41468
ecstasy,0.8393999999999999,delight,0.4682,0.937,0.0,0.8145,0.0,N48737
bliss,0.9636,enthusiasm,0.7515000000000001,0.0,0.978,0.792,0.9079999999999999,N8438
ecstasy,0.6667000000000001,enthusiasm,0.5727,0.88,0.0,0.7945,0.8490000000000001,N60345
sadness,0.21359999999999998,anxiety,0.9894,-0.40049999999999997,0.0,0.0,-0.3265,N56359
delight,0.6,ecstasy,0.4303,0.802,0.0,0.858,0.0,N6107
loathing,0.4152,grief,0.35,-0.7755,0.0,-0.797,-0.738,N26322
grief,0.35,fear,0.8393999999999999,-0.7755,0.0,-0.32899999999999996,-0.607,N24608
terror,0.9242,loathing,0.4939,0.0,0.0,-0.823,-0.965,N35163
enthusiasm,0.9423999999999999,serenity,0.5152,0.0,0.17,0.124,0.971,N28298
loathing,0.5848,terror,0.26890000000000003,0.0,-0.493,-0.853,-0.7487999999999999,N24791
enthusiasm,0.43329999999999996,,,0.997,0.17600000000000002,0.0,0.8029999999999999,N28943
ecstasy,0.7182,enthusiasm,0.2879,0.897,0.0,0.0,0.755,N50889
annoyance,0.5636,dislike,0.39390000000000003,0.0,-0.18600000000000003,-0.13,0.0,N26606
enthusiasm,0.9136,delight,0.31670000000000004,0.0,0.0,0.7645000000000001,0.9615,N17709
ecstasy,0.7848,pleasantness,0.6318,0.919,0.0,0.5385,0.0,N49196
responsiveness,0.997,serenity,0.9152,0.0,0.302,0.085,0.32899999999999996,N33618
terror,0.8181999999999999,loathing,0.34240000000000004,0.0,0.0,-0.773,-0.93,N59272
bliss,0.4697,ecstasy,0.1674,0.7153,0.815,0.5283,0.0,N63554
joy,0.8181999999999999,pleasantness,0.7955,0.6,0.0,0.5925,0.0,N18795
ecstasy,0.8212,delight,0.3667,0.9309999999999999,0.0,0.7809999999999999,0.0,N15414
grief,0.7652,loathing,0.34850000000000003,-0.9125,0.0,-0.775,0.0,N45370
ecstasy,0.7333,enthusiasm,0.6636,0.902,0.0,0.8115000000000001,0.879,N6207
grief,0.3652,loathing,0.3061,-0.7805,0.0,-0.7609999999999999,0.0,N2043
grief,0.7726999999999999,loathing,0.49090000000000006,-0.915,0.0,-0.8220000000000001,-0.743,N10438
delight,0.7182,,,0.9940000000000001,0.0,0.897,0.0,N25520
terror,0.9727,grief,0.6758,-0.883,0.0,-0.7143,-0.981,N3280
grief,0.9606,loathing,0.397,-0.977,-0.237,-0.7909999999999999,0.0,N28820
ecstasy,0.2833,acceptance,0.8447,0.7535,0.233,0.2788,0.0,N16042
rage,0.6606000000000001,disgust,0.9788,0.0,-0.878,-0.653,0.0,N26677
serenity,0.7227,acceptance,0.3515,0.0,0.23850000000000002,0.11599999999999999,0.0,N64963
grief,0.6545000000000001,disgust,0.8258,-0.8759999999999999,0.0,-0.6025,-0.20199999999999999,N20176
grief,0.8939,terror,0.8242,-0.955,0.0,-0.755,-0.932,N32168
terror,0.0742,sadness,0.7454999999999999,-0.5760000000000001,0.0,0.0,-0.6845,N14681
enthusiasm,0.653,delight,0.4545,0.0,0.0,0.81,0.8755,N45328
calmness,0.7667,,,0.0,0.583,0.0,0.0,N47217
ecstasy,0.7106,calmness,0.9538,0.8945000000000001,0.6448,0.0,0.0,N5562
enthusiasm,0.4561,,,0.998,0.0,0.787,0.8105,N63887
terror,0.5788,,,0.0,0.0,0.0,-0.851,N24118
rage,0.5939,,,0.0,-0.856,0.0,0.0,N56997
ecstasy,0.9909,eagerness,0.9576,0.987,0.0,0.4993,0.6459999999999999,N18597
loathing,0.8576,grief,0.7303000000000001,-0.9009999999999999,-0.49,-0.943,0.0,N35866
ecstasy,0.6394,pleasantness,0.9894,0.871,0.218,0.6565000000000001,0.0,N44913
joy,0.997,,,0.659,0.0,0.0,0.0,N29347
ecstasy,0.8120999999999999,delight,0.49090000000000006,0.9279999999999999,0.784,0.8220000000000001,0.0,N24156
bliss,0.6697,ecstasy,0.5364,0.8370000000000001,0.8809999999999999,0.7120000000000001,0.0,N23183
ecstasy,0.9848,,,0.985,0.9990000000000001,0.6468,0.7978000000000001,N34533
ecstasy,0.1773,calmness,0.48479999999999995,0.7184999999999999,0.49,0.1605,0.0,N1205
,,,,,,,,N48954
grief,0.7909,loathing,0.6455,-0.9209999999999999,-0.659,-0.873,-0.525,N60960
ecstasy,0.5924,bliss,0.4545,0.8554999999999999,0.81,0.76,0.0,N12422
loathing,0.4303,grief,0.3689,-0.7818,-0.649,-0.802,-0.6135,N27862
ecstasy,0.6870999999999999,delight,0.4174,0.8868,0.0,0.7978000000000001,0.0,N28031
ecstasy,0.8015000000000001,enthusiasm,0.4545,0.9245,0.0,0.7983,0.81,N28037
contentment,0.5636,,,0.18600000000000003,0.0,0.0,0.0,N37215
serenity,0.7620999999999999,acceptance,0.39390000000000003,0.0,0.2515,0.13,0.0,N12302
ecstasy,0.8553000000000001,enthusiasm,0.6879000000000001,0.9423,0.0,0.7637999999999999,0.887,N22407
rage,0.4242,,,0.017,-0.8,0.0,0.0,N22307
grief,0.9303,loathing,0.4606,-0.9670000000000001,0.0,-0.812,-0.57,N52017
ecstasy,0.7484999999999999,delight,0.4545,0.907,0.0,0.81,0.659,N34793
grief,0.703,loathing,0.35450000000000004,-0.892,0.0,-0.777,0.0,N19385
rage,0.7818,grief,0.7757999999999999,-0.9159999999999999,-0.9179999999999999,-0.755,0.0,N58368
enthusiasm,0.7333,delight,0.2705,0.0,0.22399999999999998,0.7493000000000001,0.902,N41038
ecstasy,0.7379000000000001,enthusiasm,0.3667,0.9035,0.0,0.7195,0.7809999999999999,N52027
ecstasy,0.8879,enthusiasm,0.6742,0.953,0.47950000000000004,0.7575,0.8825,N56938
rage,0.9879000000000001,grief,0.8848,-0.9520000000000001,-0.986,-0.79,-0.8009999999999999,N42946
terror,0.9727,grief,0.9545,-0.975,0.0,-0.8693000000000001,-0.981,N40405
ecstasy,0.703,delight,0.4303,0.892,0.0,0.802,0.748,N64196
ecstasy,0.7636,delight,0.4697,0.912,0.0,0.815,0.8079999999999999,N44116
grief,0.7773,anger,0.7606,-0.9165000000000001,-0.581,-0.5405,0.0,N47582
grief,0.7303000000000001,annoyance,0.6121,-0.9009999999999999,-0.20199999999999999,0.0,0.0,N59482
ecstasy,0.8667,delight,0.4545,0.946,0.0,0.81,0.0,N49028
rage,0.7576,sadness,0.5121,-0.499,-0.91,0.0,-0.43200000000000005,N27054
grief,0.7545000000000001,fear,0.7333,-0.909,0.0,-0.301,-0.5720000000000001,N60275
loathing,0.5697,grief,0.1833,-0.7204999999999999,-0.49,-0.848,-0.45399999999999996,N2335
ecstasy,0.8364,delight,0.4303,0.9359999999999999,0.0,0.802,0.0,N40564
terror,0.5394,,,0.0,0.0,0.0,-0.838,N4787
ecstasy,0.7931999999999999,enthusiasm,0.4576,0.9218000000000001,0.17600000000000002,0.586,0.8109999999999999,N62243
ecstasy,0.8454999999999999,,,0.9390000000000001,0.0,0.5665,0.997,N30175
grief,0.7303000000000001,anxiety,0.7864,-0.9009999999999999,0.0,-0.18899999999999997,-0.2595,N38968
ecstasy,0.5697,delight,0.4667,0.848,0.0,0.8140000000000001,0.0,N11611
terror,0.7561,loathing,0.4697,0.0,0.0,-0.815,-0.9095,N65058
ecstasy,0.7742,pleasantness,0.8576,0.9155,0.302,0.613,0.0,N62254
sadness,0.5182,fear,0.4667,-0.501,-0.331,0.0,-0.484,N57312
ecstasy,0.9576,enthusiasm,0.7576,0.976,0.0,0.794,0.91,N25152
ecstasy,0.7143999999999999,bliss,0.4788,0.8957999999999999,0.818,0.8065000000000001,0.0,N32632
grief,0.5439,rage,0.38789999999999997,-0.8395,-0.7879999999999999,0.0,0.0,N57938
delight,0.4303,joy,0.5848,0.523,0.109,0.802,0.0,N625
ecstasy,0.49700000000000005,delight,0.3515,0.8240000000000001,0.0,0.7759999999999999,0.0,N62959
ecstasy,0.8423999999999999,bliss,0.6485,0.938,0.8740000000000001,0.852,0.0,N33091
sadness,0.6606000000000001,anxiety,1.0,-0.5479999999999999,0.0,0.0,-0.33,N9462
sadness,0.7424,fear,0.3121,-0.575,-0.278,0.0,-0.433,N62594
ecstasy,0.8644,enthusiasm,0.8303,0.9453,0.32799999999999996,0.7139,0.934,N32329
grief,0.6970000000000001,loathing,0.2818,-0.89,0.0,-0.753,0.0,N25076
annoyance,0.9120999999999999,melancholy,0.7636,-0.252,-0.301,0.0,-0.149,N54303
grief,0.5,disgust,0.597,-0.825,0.0,-0.527,0.0,N43050
grief,0.9909,anger,0.997,-0.987,-0.659,0.0,0.0,N58653
delight,0.3667,ecstasy,0.2515,0.743,0.0,0.7809999999999999,0.0,N64391
loathing,0.3515,grief,0.3197,-0.7655,0.0,-0.7759999999999999,-0.7132,N15627
ecstasy,0.3333,enthusiasm,0.2848,0.77,0.0,0.0,0.754,N44177
ecstasy,0.7076,enthusiasm,0.2667,0.8935,0.0,0.7145,0.748,N40794
responsiveness,0.9848,acceptance,0.2636,0.0,0.0,0.087,0.325,N3533
grief,0.7818,disgust,0.4864,-0.9179999999999999,0.0,-0.4905,0.0,N2141
enthusiasm,0.7742,delight,0.36060000000000003,0.0,0.0,0.779,0.9155,N27342
ecstasy,0.6758,enthusiasm,0.5848,0.883,0.0,0.785,0.853,N13169
ecstasy,0.585,enthusiasm,0.5826,0.8531,0.745,0.46549999999999997,0.8523000000000001,N31565
,,,,,,,,N37082
ecstasy,0.7636,enthusiasm,0.7333,0.912,0.0,0.7358,0.902,N6586
loathing,0.5848,anxiety,0.997,0.0,-0.28,-0.853,-0.32899999999999996,N52321
grief,0.6394,loathing,0.5939,-0.871,-0.49,-0.856,0.0,N20476
joy,0.797,eagerness,0.7121,0.593,0.0,0.139,0.565,N26773
rage,0.9818000000000001,sadness,0.5939,-0.526,-0.9840000000000001,0.0,-0.37549999999999994,N7949
delight,0.303,calmness,0.997,0.5105,0.659,0.76,0.659,N9776
ecstasy,0.7242000000000001,delight,0.2576,0.899,0.0,0.745,0.0,N25260
enthusiasm,0.7576,contentment,0.6424,0.212,0.0,0.0,0.91,N31031
grief,0.47119999999999995,disgust,0.6561,-0.8155,-0.49,-0.5465,-0.5415,N23944
delight,0.5818,joy,0.997,0.659,0.0,0.852,0.0,N19448
enthusiasm,0.6970000000000001,delight,0.2788,0.0,0.0,0.752,0.89,N35390
,,,,,,,,N6785
grief,0.7757999999999999,loathing,0.37729999999999997,-0.9159999999999999,-0.424,-0.7845,-0.6884999999999999,N9541
enthusiasm,0.7576,delight,0.4061,0.0,0.414,0.794,0.91,N34776
ecstasy,0.7386,delight,0.4879,0.9037999999999999,0.0,0.821,0.748,N61028
responsiveness,0.5455,,,0.0,0.0,0.0,0.18,N42762
delight,0.6061,,,0.0,0.0,0.86,0.0,N42432
calmness,0.7667,acceptance,0.4424,0.0,0.583,0.146,0.0,N31979
delight,0.7909,,,0.0,0.0,0.9209999999999999,0.0,N2098
grief,0.9758,loathing,0.4303,-0.982,0.0,-0.802,-0.57,N47255
anger,0.5212,anxiety,0.9423999999999999,0.0,-0.502,0.0,-0.311,N19720
ecstasy,0.8151999999999999,delight,0.42119999999999996,0.929,0.0,0.799,0.0,N38803
loathing,0.397,grief,0.3258,-0.7675,0.0,-0.7909999999999999,-0.512,N43821
enthusiasm,0.5606,delight,0.2758,0.0,0.0,0.7509999999999999,0.845,N41813
loathing,0.9364,rage,0.0212,0.0,-0.667,-0.9690000000000001,-0.6288,N49987
ecstasy,0.9470000000000001,bliss,0.3,0.9725,0.759,0.691,0.0,N6961
acceptance,0.975,responsiveness,0.8364,0.0,0.261,0.32170000000000004,0.276,N24512
dislike,0.997,,,0.0,0.0,-0.32899999999999996,0.0,N61449
ecstasy,0.6455,pleasantness,0.34090000000000004,0.873,0.20600000000000002,0.4425,0.0,N26735
ecstasy,0.9120999999999999,delight,0.3273,0.961,0.0,0.768,0.0,N14124
serenity,0.6152000000000001,,,0.0,0.203,0.0,0.0,N37341
melancholy,0.6818000000000001,anxiety,0.6076,-0.225,0.0,-0.128,-0.2005,N6515
ecstasy,0.6561,delight,0.40299999999999997,0.8765000000000001,0.7759999999999999,0.7929999999999999,0.0,N42751
enthusiasm,0.3394,,,0.998,0.0,0.659,0.772,N48199
ecstasy,0.6667000000000001,enthusiasm,0.2788,0.88,0.0,0.0,0.752,N21396
disgust,1.0,,,0.0,0.0,-0.66,0.0,N9158
enthusiasm,0.8939,delight,0.5682,0.0,0.0,0.8475,0.955,N4693
grief,0.9152,terror,0.7818,-0.9620000000000001,0.0,-0.531,-0.9179999999999999,N14563
grief,0.6681999999999999,disgust,0.9939,-0.8805,-0.638,-0.6579999999999999,-0.195,N47121
grief,0.8484999999999999,terror,0.6333,-0.94,0.0,-0.7735,-0.8690000000000001,N63378
enthusiasm,0.9423999999999999,ecstasy,0.6667000000000001,0.88,0.29100000000000004,0.7304999999999999,0.971,N40701
ecstasy,0.9576,enthusiasm,0.33640000000000003,0.976,0.0,0.768,0.7709999999999999,N34900
ecstasy,0.7803,bliss,0.3515,0.9175,0.7759999999999999,0.0,0.7509999999999999,N6877
anxiety,0.997,,,0.0,0.0,0.0,-0.32899999999999996,N52266
ecstasy,0.7152,bliss,0.4485,0.8959999999999999,0.8079999999999999,0.6803,0.659,N10102
grief,0.503,loathing,0.3061,-0.826,0.0,-0.7609999999999999,0.0,N11145
loathing,0.43939999999999996,grief,0.1636,-0.7140000000000001,-0.557,-0.805,0.0,N4133
enthusiasm,0.7364,,,0.659,0.991,0.5465,0.903,N42243
disgust,0.997,,,0.0,0.0,-0.659,0.0,N39418
grief,0.7303000000000001,,,-0.9009999999999999,0.0,0.0,0.0,N28073
serenity,0.753,acceptance,0.43939999999999996,0.0,0.24850000000000003,0.145,0.0,N20974
grief,0.9061,,,-0.9590000000000001,0.0,0.0,0.0,N43868
fear,0.6697,sadness,0.6545000000000001,-0.546,-0.424,0.0,-0.551,N18277
anger,0.9333,anxiety,0.7212000000000001,0.0,-0.638,0.0,-0.23800000000000002,N21788
ecstasy,0.6333,enthusiasm,0.19390000000000002,0.8690000000000001,0.225,0.3835,0.7240000000000001,N29119
terror,0.7545000000000001,grief,0.7424,-0.905,0.0,-0.785,-0.909,N62938
bliss,0.9636,enthusiasm,0.7333,0.0,0.978,0.81,0.902,N49954
rage,0.7515000000000001,loathing,0.3788,0.0,-0.9079999999999999,-0.785,-0.695,N42208
calmness,0.747,,,0.0,0.5765,0.0,0.0,N51300
enthusiasm,0.8120999999999999,,,0.0,0.0,0.0,0.9279999999999999,N16348
ecstasy,0.26890000000000003,pleasantness,0.6189,0.7487999999999999,0.4955,0.5343,0.0,N6690
annoyance,0.9120999999999999,,,0.0,-0.301,0.057999999999999996,0.0,N64691
ecstasy,0.797,enthusiasm,0.5727,0.9229999999999999,0.0,0.769,0.8490000000000001,N39726
ecstasy,0.8015000000000001,enthusiasm,0.2758,0.9245,0.0,0.445,0.7509999999999999,N47743
ecstasy,0.7121,enthusiasm,0.2667,0.895,0.0,0.659,0.748,N19759
ecstasy,0.8273,bliss,0.42119999999999996,0.9329999999999999,0.799,0.0,0.0,N46609
ecstasy,0.6758,pleasantness,0.5257999999999999,0.883,0.46299999999999997,0.5035000000000001,0.32899999999999996,N15397
ecstasy,0.8227,delight,0.7258,0.9315000000000001,0.0,0.8995000000000001,0.0,N31621
,,,,0.0,-0.9990000000000001,0.0,0.0,N60220
ecstasy,0.8273,enthusiasm,0.6939,0.9329999999999999,0.0,0.0,0.889,N57339
grief,0.8303,loathing,0.42729999999999996,-0.934,0.0,-0.8009999999999999,0.0,N62726
ecstasy,0.8015000000000001,enthusiasm,0.4242,0.9245,0.748,0.0,0.8,N14757
ecstasy,0.7121,enthusiasm,0.6939,0.895,0.764,0.0,0.889,N51103
ecstasy,0.6620999999999999,delight,0.3864,0.8785,0.0,0.7875,0.0,N33079
ecstasy,0.8682,enthusiasm,0.7696999999999999,0.9465,0.0,0.7746999999999999,0.914,N55711
pleasantness,0.997,,,0.0,0.0,0.659,0.659,N19969
enthusiasm,0.6045,delight,0.3818,0.6025,0.0,0.7859999999999999,0.8595,N65175
bliss,0.8484999999999999,pleasantness,0.997,0.0,0.94,0.659,0.43200000000000005,N53900
grief,0.503,loathing,0.3061,-0.826,0.0,-0.7609999999999999,0.0,N53029
serenity,0.9727,acceptance,0.42119999999999996,0.0,0.321,0.139,0.0,N14469
,,,,,,,,N6854
terror,0.0924,anger,0.2848,0.0,-0.424,0.0,-0.6905,N22981
ecstasy,0.8029999999999999,enthusiasm,0.5075999999999999,0.925,0.0,0.81,0.8275,N5609
enthusiasm,0.6182,joy,0.8614,0.6143,0.0,0.5395,0.8640000000000001,N14192
ecstasy,0.9333,pleasantness,0.997,0.968,0.0,0.659,0.0,N1908
ecstasy,0.8848,enthusiasm,0.7726999999999999,0.9520000000000001,0.0,0.6525,0.915,N27320
ecstasy,0.8939,bliss,0.40149999999999997,0.955,0.7925,0.5660000000000001,0.0,N4019
delight,0.4303,,,0.0,0.0,0.802,0.0,N10957
terror,0.9227,disgust,0.5075999999999999,0.0,-0.126,-0.4975,-0.9645,N24753
delight,0.2879,ecstasy,0.0758,0.685,0.0,0.755,0.0,N26846
calmness,0.7818,,,0.0,0.588,0.0,0.0,N36256
joy,0.997,serenity,0.8545,0.659,0.282,0.0,0.0,N46259
,,,,,,,,N46018
,,,,0.0,0.0,0.992,0.0,N1813
melancholy,0.7515000000000001,dislike,0.38789999999999997,-0.248,0.0,-0.128,0.0,N36193
ecstasy,0.7364,enthusiasm,0.4364,0.903,0.0,0.0,0.804,N57558
grief,0.5545,anxiety,0.7091,-0.843,0.0,0.0,-0.23399999999999999,N22602
loathing,0.3061,grief,0.1636,-0.7140000000000001,0.0,-0.7609999999999999,-0.428,N12685
ecstasy,0.3886,delight,0.3394,0.7881999999999999,0.27899999999999997,0.772,0.748,N36699
delight,0.3379,eagerness,0.7848,0.5365,0.0,0.7715000000000001,0.589,N26793
delight,0.7212000000000001,joy,0.5697,0.518,0.0,0.898,0.0,N35448
enthusiasm,0.7636,pleasantness,0.7076,0.0,0.38049999999999995,0.5635,0.912,N32747
ecstasy,0.9667,enthusiasm,0.7606,0.9790000000000001,0.23199999999999998,0.6128,0.9109999999999999,N43046
enthusiasm,0.6970000000000001,delight,0.2788,0.0,0.0,0.752,0.89,N55195
sadness,0.7818,anger,0.5212,-0.588,-0.502,-0.3876,0.0,N3360
loathing,0.3636,terror,0.09849999999999999,-0.5589999999999999,0.0,-0.78,-0.6925,N8805
ecstasy,0.7515000000000001,delight,0.2667,0.9079999999999999,0.0,0.748,0.0,N43450
joy,0.7515000000000001,acceptance,0.2758,0.578,0.0,0.091,0.0,N22089
ecstasy,0.6394,delight,0.4,0.871,0.0,0.792,0.0,N9418
ecstasy,0.797,enthusiasm,0.10300000000000001,0.9229999999999999,0.0,0.509,0.6940000000000001,N34426
ecstasy,0.9136,calmness,0.9098,0.9615,0.6303,0.12300000000000001,0.0,N65091
enthusiasm,0.6515000000000001,pleasantness,0.2939,0.0,0.2245,0.42700000000000005,0.875,N2812
enthusiasm,0.6788,ecstasy,0.5939,0.856,0.0,0.826,0.884,N19654
ecstasy,0.8348,enthusiasm,0.5727,0.9355,0.302,0.6315,0.8490000000000001,N61442
terror,0.36060000000000003,,,0.0,-0.9915,0.0,-0.779,N8268
melancholy,0.6818000000000001,anxiety,0.4939,-0.225,0.0,0.0,-0.163,N8663
terror,0.0758,disgust,0.7379000000000001,0.0,-0.424,-0.5735,-0.685,N40337
grief,0.6758,loathing,0.2818,-0.883,0.0,-0.753,-0.27399999999999997,N28389
rage,0.847,terror,0.37270000000000003,0.0,-0.9395,0.0,-0.7829999999999999,N56509
grief,0.6848000000000001,loathing,0.2788,-0.8859999999999999,-0.45399999999999996,-0.752,-0.649,N14285
delight,0.6697,,,0.9925,0.769,0.8809999999999999,0.8109999999999999,N38766
delight,0.6788,joy,0.7515000000000001,0.578,0.0,0.884,0.0,N32192
loathing,0.3788,terror,0.1258,0.0,0.0,-0.785,-0.7015,N60388
fear,0.6545000000000001,dislike,0.7303000000000001,0.0,0.0,-0.24100000000000002,-0.546,N59411
ecstasy,0.8985,delight,0.2606,0.9565,0.0,0.746,0.0,N48073
grief,0.9667,terror,0.2697,-0.9790000000000001,0.0,0.0,-0.7490000000000001,N34957
pleasantness,0.997,,,0.0,0.0,0.659,0.0,N59878
eagerness,0.997,pleasantness,0.11289999999999999,0.0,0.177,0.36729999999999996,0.659,N4183
grief,0.9848,terror,0.3394,-0.985,0.0,0.0,-0.772,N27793
loathing,0.40299999999999997,sadness,0.5273,-0.504,0.0,-0.7929999999999999,-0.493,N23133
ecstasy,0.8212,pleasantness,0.9803000000000001,0.9309999999999999,0.268,0.6535,0.0,N50806
enthusiasm,0.8726999999999999,ecstasy,0.7394,0.904,0.0,0.812,0.948,N23422
sadness,0.9348000000000001,,,-0.6385000000000001,0.0,0.26,0.0,N15031
ecstasy,0.7402,delight,0.031400000000000004,0.9043000000000001,0.0,0.6704000000000001,0.0,N32222
pleasantness,0.6652,serenity,0.5455,0.0,0.18,0.5495,0.0,N44277
enthusiasm,0.7333,delight,0.4545,0.0,0.0,0.81,0.902,N35378
dislike,0.8606,,,0.0,0.0,-0.284,0.0,N26165
enthusiasm,0.6515000000000001,delight,0.1485,0.0,0.0,0.7090000000000001,0.875,N15226
ecstasy,0.1818,pleasantness,0.6955,0.72,0.47,0.5595,0.0,N46229
sadness,0.6939,fear,0.2606,-0.5589999999999999,-0.276,0.0,-0.41600000000000004,N25197
enthusiasm,0.8379000000000001,delight,0.297,0.0,0.0,0.758,0.9365000000000001,N59417
delight,0.5667,,,0.0,0.0,0.847,0.0,N43355
ecstasy,0.4364,eagerness,0.9636,0.804,0.0,0.4365,0.648,N43098
ecstasy,0.9576,,,0.976,0.0,0.0,0.0,N36211
ecstasy,0.6992,enthusiasm,0.4576,0.8906999999999999,0.0,0.7243,0.8109999999999999,N17006
grief,0.3197,fear,0.8758,-0.7655,-0.611,0.0,-0.619,N62224
eagerness,0.997,pleasantness,0.8682,0.0,0.0,0.6164999999999999,0.659,N29924
grief,0.9015000000000001,loathing,0.4606,-0.9575,0.0,-0.812,0.0,N7672
enthusiasm,0.6364,pleasantness,0.4629,0.0,0.436,0.4828,0.87,N37033
fear,0.2955,dislike,0.5772999999999999,0.0,0.0,-0.1905,-0.4275,N2859
ecstasy,0.8151999999999999,bliss,0.6758,0.929,0.883,0.8115000000000001,0.8165,N27395
grief,0.8,loathing,0.49090000000000006,-0.924,-0.294,-0.8220000000000001,0.0,N30244
ecstasy,0.6424,delight,0.0060999999999999995,0.872,0.0,0.662,0.0,N26029
ecstasy,0.7909,enthusiasm,0.4576,0.9209999999999999,0.0,0.7859999999999999,0.8109999999999999,N24141
ecstasy,0.6091,delight,0.40909999999999996,0.861,0.0,0.795,0.0,N16746
grief,0.9273,anger,0.8909,-0.966,-0.624,-0.551,-0.42,N22603
delight,0.4879,joy,0.6061,0.53,0.237,0.821,0.0,N28950
grief,0.7212000000000001,loathing,0.40909999999999996,-0.898,0.0,-0.795,0.0,N31902
ecstasy,0.7803,responsiveness,0.9848,0.9175,0.302,0.2791,0.325,N49968
ecstasy,0.9515,delight,0.2625,0.9740000000000001,0.0,0.7465999999999999,0.0,N47074
grief,0.522,loathing,0.3682,-0.8323,0.0,-0.7815000000000001,0.0,N38237
ecstasy,0.3515,pleasantness,0.9591,0.7759999999999999,0.0,0.6465000000000001,0.0,N35406
enthusiasm,0.5455,pleasantness,0.6576000000000001,0.0,0.0,0.547,0.84,N31741
ecstasy,0.9076000000000001,delight,0.33640000000000003,0.9595,0.0,0.7709999999999999,0.0,N38249
loathing,0.2606,grief,0.2515,-0.743,0.0,-0.746,-0.43200000000000005,N138
